פתרון,הגדרה,אורך,מחבר,מספר
ביתמלונ,"נמות בלי הזדמנות לנפוש (3, 4)",7,אודי הרשקוביץ,472
ביתמרקחת,"בשניה תתכבד בפרי נקי מאד (3, 5)",8,דוד זהבי,235
ביתמרקחת,"בתוכי תנקה אימה כשצריך תרופה (3, 5) (עם דוד זהבי)",8,אודי הרשקוביץ,334
ביתמרקחת,"הפחד לבדו לא ממשיך אחרי כדי להרגיש יותר טוב (3, 5)",8,דוד זהבי,404
ביתנאהרנ,"אני כולל חכם עתיק, ואח של אברהם ליד נתניה (4, 4) (ח)",8,דוד זהבי,261
ביתנאהרנ,"וילה שרה בשרון (4, 4) (ח)",8,דוד זהבי,371
ביתסוהר,"היכן צריכה להיות פושעת בת סוריה? (3, 4)",7,אודי הרשקוביץ,279
ביתסוהר,"הורסת בי משהו שקשה לצאת ממנו (3, 4) (מ)",7,דוד זהבי,355
ביתסוהר,"הסבירות לברוח משם נמוכה (3, 4)",7,אודי הרשקוביץ,528
ביתסוהר,"הסבירות לברוח משם נמוכה (3, 4)",7,אודי הרשקוביץ,623
ביתספרנו,"לפי הפתגם לא עולה שם כיתה, הגענו לשמונה ביטים (3, 5)",8,דוד זהבי,600
ביתעובד,"מושב בפועל (3, 4)",7,דוד זהבי,122
ביתעובד,"אני כולל סלידה רביעית במושב (3, 4)",7,דוד זהבי,629
ביתקולנוע,"אצלי זה לא עובד, זוז לבלות (3, 6)",9,אודי הרשקוביץ,362
ביתקשת,"קרע את התחת בקיבוץ (3, 3)",6,אודי הרשקוביץ,301
ביתרימונ,"קבוצת כדורגל וכשלון בצפון (3, 5)",8,אודי הרשקוביץ,211
ביתרימונ,"יאסוף כסף בבירה  בצפון (3, 5)",8,אודי הרשקוביץ,279
ביתרימונ,"קיבוץ שיכול להיות גם שם של פאוץ' באפוד (3, 5)(מ)",8,דוד זהבי,296
ביתשימוש,"יש מות בשישי בכל בית (3, 5)",8,אודי הרשקוביץ,272
ביתשמאי,"אני כולל את העשירי אחרי 1981 בגישה קשוחה (3, 4)",7,דוד זהבי,537
ביתשמאי,"אני כולל את 1981 העשירי, והם קשוחים (3, 4)",7,דוד זהבי,545
ביתשני,"יתישן לפני כאלפיים שנה (3, 3)",6,דוד זהבי,239
ביתשני,"יש בהרבה שירים לפני אלפיים שנה (3, 3)",6,דוד זהבי,265
בכ,ראה/י 17 מאונך,2,דוד זהבי,261
בכבוד,"מלחין כולל ארבע, אל תתבייש! (5)",5,דוד זהבי,298
בכבוד,"אתה או הוא – באחד מכם יש דלת, אז יאללה (5)",5,דוד זהבי,400
בכהמרה,"הוא ממש התאבל כה מהר (3, 3)",6,דוד זהבי,188
בכורשטנ,"חצוף ושובב אכל את המלך (4, 3)",7,דוד זהבי,71
בכורשלומשטרית,"היה שר של מלך שבבעלותו שלטון בבית (4, 4 ,5)",13,אודי הרשקוביץ,350
בכי,מר טוב או רע? (3),3,אודי הרשקוביץ,28
בכיהלדורות,"תכיל שני קיבוצים אבל עוד יצטערו על זה! (4, 6)",10,דוד זהבי,110
בכיהלדורות,"להוריד בתוך משהו שיצטערו עליו (4, 6)",10,אודי הרשקוביץ,385
בכיפה,ראה/י 22 מאונך,5,דוד זהבי,547
בכירה,ראה/י 11 מאוזן.,5,אודי הרשקוביץ,485
בכיתמרורימ,"טוב או רע לפני הסוף, לא כדאי לאכול אותם מרוב עצב (3, 7)",10,דוד זהבי,139
בכל,ראה 7 מאונך,3,אודי הרשקוביץ,42
בכל,ראה/י 23 מאוזן,3,דוד זהבי,494
בכליומ,"המלחין לפילוסוף בתדירות גבוהה יחסית (3, 3)",6,דוד זהבי,237
בכלמחיר,"אותיות יחס לחוש הפוך – זה חשוב מאד! (3, 4)",7,דוד זהבי,122
בכלרגענתונ,"זרם של מידע מתי שתרצה (3, 3, 4)",10,דוד זהבי,90
בכספמלא,"כפל מבאס כשאין הנחה (4, 3)",7,דוד זהבי,539
בכפופלשימוע,"ההליך יקרה אולי, כי כופל שי מועף (5, 6) (מ)",11,דוד זהבי,335
בכפיימ,זמר מבקש שיתנו לו מלחין כפול שחור אולי (6) (מ),6,דוד זהבי,176
בכרי,מוחמד במה שעל המיטה שלי (4),4,דוד זהבי ואודי הרשקוביץ,75
בכתהלו,"הוא שמע אותה מתלוננת בקבוצת הצדיקים (4, 2)",6,דוד זהבי,327
בל,עם 25 מאונך. רק שלושה בנים? זו לא הייתה התוכנית (4),2,אודי הרשקוביץ,209
בל,לפני אמי בוי היא נסיכה? (2),2,אודי הרשקוביץ,354
בלאגנ,כך נראה הבית כשהילדים בחופש (5) (מ),5,אודי הרשקוביץ,170
בלאוהכי,"כי לאהוב כדאי בכל מקרה (4, 3)",7,אודי הרשקוביץ,223
בלאט,"מאמן בשקט, לעזאזל! (4)",4,דוד זהבי,131
בלב,חג אחד כבד (3),3,דוד זהבי,408
בלבכבד,"ברק בתוכך זו לא הרגשה נעימה (3, 3)",6,אודי הרשקוביץ,11
בלבכבד,"אסור שיהיה אצלך ענף של חשש (3, 3)",6,אודי הרשקוביץ,401
בלבלתי,עשיתי בלגן עם שלילה כפולה (6),6,דוד זהבי,388
בלגיה,על איזו ארץ הוא ליהג? (5),5,דוד זהבי,547
בלד,בכנסת אפשר לקפוץ כיתה בבית ספר יסודי (3),3,אודי הרשקוביץ,495
בלדה,איזה שיר שרים באוטו? (4),4,אודי הרשקוביץ,130
בלדור,אל צפוני בפרקליט (5),5,דוד זהבי,59
בלדימרי,"שותים לי דברים! (4, 3) (ח)",7,דוד זהבי,100
בלדרימ,מעבירים משהו לחסרי בית (69,6,אודי הרשקוביץ,177
בלדרימ,מעבירים דברים לדברים (6),6,אודי הרשקוביץ,323
בלדרימ,מעבירים שני ממתקים (6),6,אודי הרשקוביץ,417
בלו,ראה 7 מאונך,3,דוד זהבי,35
בלו,קיבלו תשלום (3),3,אודי הרשקוביץ,152
בלו,"עם 27 מאוזן. נבלו ע""י מים אבל היו מבסוטים (3, 7)",3,דוד זהבי,176
בלו,עם 23 מאוזן. מבצר עם מקור מים שבתוכו לקחו כסף (6) (מ),3,אודי הרשקוביץ,460
בלו,מס יובל וחמישים (3),3,אודי הרשקוביץ,609
בלוז,מוסיקה שלא מאחרת (4),4,אודי הרשקוביץ,587
בלוטו,במה זכה האויב המצוייר? (5),5,דוד זהבי,178
בלוטות,תקשורת של פרי והאחרונה (6),6,דוד זהבי,629
בלולימ,שני מבנים במשק שהתערבבו (6),6,אודי הרשקוביץ,170
בלומ,אוצר עצור (4),4,אודי הרשקוביץ,626
בלומברג,ראש העיר סתום ליד הבורסה (7),7,דוד זהבי,2
בלונ,הוא נפוח לנו (4),4,דוד זהבי,551
בלונד,יש לדון בצבע זה (5),5,אודי הרשקוביץ,181
בלונדיניות,"אומרים שהן לא חכמות, ישנות ובתוכן מסתפקות ברכב צבאי (10)",10,אודי הרשקוביץ,199
בלונדיניות,"הוא נפוח מספיק עם שכונה של צפוניות מאירופה, כנראה (10)",10,אודי הרשקוביץ,217
בלונהליומ,"מס שלט בפילוסוף ונוטה לעלות (4, 5)",9,דוד זהבי,139
בלונניסוי,"בשביל לבדוק מחזירים את יוסי עם מרכז קטנטן (4, 5)",9,אודי הרשקוביץ,287
בלופ,שקר בלי הפסקה (4),4,אודי הרשקוביץ,117
בלופ,זה בכלל לא נכון שאתם תהנו כאן (4),4,אודי הרשקוביץ,187
בלופ,איזה קוקו לא מפסיק לעולם? (4),4,דוד זהבי,337
בלופר,מה שקרן מספר? (5),5,אודי הרשקוביץ,63
בלופרימ,"הבהמות כבר זקנות, אל תסמכו עליהם (7)",7,דוד זהבי,618
בלוקדה,המציא בפנים פילוסוף שמונע התקדמות (6),6,דוד זהבי,208
בלות,באיזה גיל נשמע משהו שנפל מעץ? (4),4,אודי הרשקוביץ,15
בלזק,באיזו חברה למד הסופר? (4),4,אודי הרשקוביץ,199
בלחיצתכפתור,"הצדיק מת ומיד העוף בקלות רבה (6, 5)",11,דוד זהבי,261
בלט,נשמע בשקט על הבמה (3),3,אודי הרשקוביץ,63
בלט,ריקוד שאי אפשר היה לפספס (3),3,דוד זהבי,520
בלט,"הוא לא היה כמו כולם, וזה לא משהו טוב (3)",3,אודי הרשקוביץ,562
בלטתמ,ריקוד של אחד הבנים גרם לכך ששמו אליכם לב (5),5,דוד זהבי,547
בלי,ללא חבלים (3),3,אודי הרשקוביץ,142
בלי,"עם 13 מאונך. ישר ולעניין, רק בורג, אגם בלי סוף וים (3, 4, 6)",3,דוד זהבי,180
בלי,"עם 22 מאונך. הרופא עושה חיים ללא התחייבות (3, 3)",3,אודי הרשקוביץ,519
בלי,"עם 23 מאוזן. עם הרדמה לאביך (3, 3)",3,דוד זהבי,586
בליאבל,"שוב יש אי בין המרכזים, מספיק עם התירוצים (3, 3)",6,דוד זהבי,492
בליאויר,"קשה לנשום או ראש ממשלה בריטי חיצוני (3, 4)",7,דוד זהבי,488
בליאזהרה,"פתאום האירה גם בלעדי הראשונה (3, 5)",8,דוד זהבי,410
בליבושה,"בפנים הוא בהמה, בכלל לא איכפת לו (3, 4)",7,אודי הרשקוביץ,134
בליבושה,"באמצע שלו תמים שגאה במעשיו (3, 4)",7,דוד זהבי,418
בליבושה,"התאהב בבהמה, ולא אכפת לו מה חושבים עליו (3, 4)",7,אודי הרשקוביץ,615
בליגה,"עם 4 מאונך. הגביל ברמה שונה לגמרי (5, 4)",5,דוד זהבי,346
בליגהאחרת,"הבליג ברמה הרבה יותר גבוהה (5, 4)",9,דוד זהבי,247
בלידגש,"""בגד"" שלי כנראה אינו בראש המילה (3, 3)",6,דוד זהבי,227
בליהיסוס,"אין מה לחשוב, תעשי חיים יהודה וכלום (3, 5) (מ)",8,אודי הרשקוביץ,260
בליהמתנה,"לא מחכים בתור, ולכן הוא לא בטוח שתהיה שחיקה (3, 5)",8,דוד זהבי,563
בליהסבר,"אי אפשר להבין שחיקה, ואין בן (3, 4)",7,דוד זהבי,567
בליהסוס,"קשה לרכב כך בבטחון (3, 4)",7,דוד זהבי,184
בליהפסקה,"נגמרה השחיקה בתל אביב (3, 5)",8,דוד זהבי,300
בליהרפ,"לפי הר כל הזמן (3, 3)",6,דוד זהבי,331
בליחוכמות,"כשעובדים לפי הספר, בלעיסה אין חיים (3, 6)",9,אודי הרשקוביץ,621
בליחוקימ,"יש בנוזל שלו אנרכיה (3, 5)",8,אודי הרשקוביץ,526
בליחיוכ,"שלא ישרדו עשרים שנה, ברצינות! (3, 4)",7,דוד זהבי,496
בליחשבונ,"חסר מקצוע חופשי (3, 5)",8,דוד זהבי,202
בלייד,"טרומפלדור, למשל, לידי (3, 2)",5,דוד זהבי,340
בלייד,"טרומפלדור הסתדר אחר כל גם ככה (3, 2)",5,דוד זהבי,365
בליינות,אפשר לעשות כיף גם ללא שתייה משכרת (7) (מ),7,אודי הרשקוביץ,205
בליכבודימ,"בתיכון ממציאים את מה שאומרים הקמצנים (3, 6) (ח)",9,דוד זהבי,392
בליכונה,"לא יקראו לו בטעות (3, 4) (ח)",7,דוד זהבי,531
בליכלשינוי,"יש לי כלב שנשאר אותו דבר (3, 2, 5)",10,אודי הרשקוביץ,252
בליכפפות,"שלא יורידו את הראש בסוף, זו מלחמה ברצינות (3, 5)",8,דוד זהבי,344
בלילב,"אכזרי גם בחזרה (3, 2)",5,דוד זהבי,629
בלילה,ראה/י 13 מאונך,5,דוד זהבי,463
בלילה,ראה/י 1 מאונך,5,דוד זהבי,484
בלילהכינמראש,"תרביצי לחיית להבות כשחשוך על המקום (3, 5, 4)",12,דוד זהבי,600
בלימגבלה,"לילה? מגב? הכל אפשרי! (3, 5)",8,דוד זהבי,616
בלימה,שום דבר כדי לעצור בבירה (5),5,דוד זהבי,14
בלימה,שום דבר בשביל לא להמשיך (5),5,דוד זהבי,127
בלימה,"אין שאלה, צריך לעצור (5)",5,אודי הרשקוביץ,146
בלימה,לא ממשיכים אחר כך בבירה (5),5,דוד זהבי,420
בלימורא,"בנאי הגיע מסביב? אמיץ! (3, 4)",7,אודי הרשקוביץ,493
בלימילימ,"במטבע ישן יש מטבעות ישנים, תמונה מספיקה (3, 5) (מ)",8,דוד זהבי,245
בלימילימ,"לילי, ממי, לפעמים תמונה מספיקה (3, 5) (מ)",8,דוד זהבי,516
בלימילימ,"מספיקה תמונה לי ממילי (3, 5) (מ)",8,דוד זהבי,576
בלימילימ,"ליל ימים בשקט (3, 5) (מ)",8,דוד זהבי,643
בלימלח,"ליל חם בקלי קלות (3, 3)",6,דוד זהבי,20
בלימלימ,"לי אין מה לומר (3, 4) (ח)",7,דוד זהבי,508
בלימסננ,"רכב צבאי פטור מתשלום? הכל עובר! (3, 4)",7,דוד זהבי,376
בלימשימ,"שי בהסח הדעת (3, 4)",7,דוד זהבי,427
בלימשימ,"שי בטעות (3, 4)",7,דוד זהבי,606
בלימשמעות,"סתם חוזר סימן שנקרא כמוני לפני המרכז (3, 6)",9,דוד זהבי,361
בלינדר,"אין התחייבות היכן נמצא מי שנהנה (3, 3)",6,אודי הרשקוביץ,42
בלינדר,"לרופא יש רקורד מושלם? לא בטוח (3, 3)",6,דוד זהבי,267
בלינדר,"עושה חיים וחי שם ללא התחייבות (3, 3)",6,אודי הרשקוביץ,268
בלינדר,"מנין שבמכשיר חשמלי אין התחייבות שזה באמת יקרה? (3, 3)",6,אודי הרשקוביץ,470
בלינקנ,שר החוץ האמריקאי ק' (6),6,דוד זהבי,608
בליסודות,"הטילו איסור על המושב לגלות הכל (3, 5)",8,אודי הרשקוביץ,317
בליסוכר,"לא ישים שמן באמצע מרק, כך יותר בריא לשתות (3, 4)",7,דוד זהבי,496
בליסופ,"מסופר שהוא מר כל הזמן (3, 3)",6,דוד זהבי,276
בליסטי,מסלול שלא כולל את הספרדי שלי (6),6,דוד זהבי,94
בליסטרה,יורה שמגיע עם אריזה כלשהיא (7),7,אודי הרשקוביץ,19
בליעינהרע,"ברוך השם, הר (3, 3, 3)",9,דוד זהבי,90
בליעינהרע,"הר? טפו טפו טפו (3, 3 ,3)",9,אודי הרשקוביץ,291
בליעינהרע,"יצא הר? טפו, טפו, טפו (3, 3, 3)",9,אודי הרשקוביץ,423
בליעכבות,"לי ע' כותב בצורה חופשית לגמרי (3, 5)",8,דוד זהבי ואודי הרשקוביץ,625
בליעל,ראה/י 5 מאונך,5,דוד זהבי,202
בליעצבימ,"זוחלים חסרי עין? תרגיעו! (3, 5)",8,אודי הרשקוביץ,419
בליצלשלספק,"בטוח שזה שמביא סחורה לא מסתיר את השמש (3, 2, 2, 3)",10,אודי הרשקוביץ,187
בליצר,לוולף אין אויבים (5),5,דוד זהבי,66
בליקושי,"נכין לו שייק בכיף (3, 4)",7,דוד זהבי,344
