פתרון,הגדרה,אורך,מחבר,מספר
אמיצלב,"הוא לא מפחד ממקרה שיוצא להורג (4, 2)",6,דוד זהבי,135
כפרדרומ,"פונה כמו עקשן עם גובה (3, 4)",7,דוד זהבי,135
ארבל,השטח לא בגליל (4),4,דוד זהבי,135
ישתבח,חשבתי שהוא יקח קרדיט (5),5,דוד זהבי,135
כאמור,שוב יש עוף באחו (5),5,דוד זהבי,135
עושהאתשלו,"הזמן, למשל, מכין את מאיר (4, 2, 3)",9,דוד זהבי,135
וירטונ,איפה מכבי נצחה שוב את השומרים שלו? (6),6,דוד זהבי,135
מתירני,התזמון של השר שלי איננו נוקשה (6),6,דוד זהבי,135
מונטגומרי,"המצביא מתייחס לזה כמו נ""ט: ""גומרים – הולכים"" (9)",9,דוד זהבי,135
יסודי,"בי""ס הפך כל אבן (5)",5,דוד זהבי,135
נגוזו,שנים הסתובבו בנו ואינם (5),5,דוד זהבי,135
קודמ,הדג שלהם יותר חשוב (4),4,דוד זהבי,135
הריאררט,"הנה שטח רטוב בחציו בטורקיה (3, 4)",7,דוד זהבי,135
טניסונ,משורר שמקטין ספורט (6),6,דוד זהבי,135
אנדרסונ,"האמן כלל לא נשבע, ברח לאחור! (7)",7,דוד זהבי,135
שכר,"מצד אחד מה שנכנס, מצד שני איך שהוציא (3)",3,אודי הרשקוביץ,136
גראנד,התפוח הגדול (5) (מ),5,אודי הרשקוביץ,136
מוגרבי,חי בסרט קולנוע ישן (6),6,אודי הרשקוביץ,136
סטריאוטיפ,טיפוס של מלצר שמטפל בשני שולחנות בסוף הסעודה (9),9,אודי הרשקוביץ,136
קוסמטיקאימ,"קיאקים, מטוס, הם אלו שגורמים לנו להיראות טוב (10)",10,אודי הרשקוביץ,136
ואנ,רכב חדש? שוב? (3),3,אודי הרשקוביץ,136
פוטוסינתזה,"כן, יש בספה רעיון של הטמעה בעברית (10)",10,אודי הרשקוביץ,136
אינקרמנטלי,"דני כבר הלך, קחי את זה בהדרגתיות (10)",10,אודי הרשקוביץ,136
קונסרבטיבי,דורש תשלום ממנהיג דתי שיסתכל לאחור על מי שאינו מקפיד כל כך (10),10,אודי הרשקוביץ,136
מישלפייפר,"הוציאי תו, הוא לא יעמוד בהתחייבות לשחקנית (4, 5)",9,אודי הרשקוביץ,136
רוסיני,"מלחין אסייתי/אירופאי, שיחיה (6)",6,אודי הרשקוביץ,136
רדיומ,אחד היסודות הבסיסיים זה מידור (5),5,אודי הרשקוביץ,136
גנו,יצאו נגד הבהמה (3),3,אודי הרשקוביץ,136
ווק,איזה כלי משווקים מבלי משים? (3),3,אודי הרשקוביץ,136
מוגדישו,אמרו את שמו אל אותו האיש באפריקה (7),7,אודי הרשקוביץ,136
אולקוס,"כואבת לי הבטן, תקראו לקוסמת (6)",6,אודי הרשקוביץ,136
גיאוגרפ,חיה באוטו של מדען (7),7,אודי הרשקוביץ,136
אניס,תבלין בלי הערכה עצמית (4),4,אודי הרשקוביץ,136
מייקר,מי שיוצר דברים חדשים גורם לאינפלציה (5),5,אודי הרשקוביץ,136
דקארט,הוגה על רצפה אומנותית (5),5,אודי הרשקוביץ,136
קרניבורימ,"שוב מחפש את ויליאמס, אבל בתנאי שהם אוכלים הכל (9)",9,אודי הרשקוביץ,136
יונקרס,העוף לא החזיק מעמד כשחימם (6),6,אודי הרשקוביץ,136
מנואלי,במדינה אפריקאית ניתן למצוא רופא שעובד בידיים (6),6,אודי הרשקוביץ,136
פרולטריונ,סיבוב משולש בצד המעמד (9),9,אודי הרשקוביץ,136
טיימר,מודד חולצה לפני משחק חוזר (5),5,אודי הרשקוביץ,136
ספירט,אלכוהול בים בטוח (5),5,אודי הרשקוביץ,136
יוגה,יתקנו אותו באמצעות אימון רוחני (4),4,אודי הרשקוביץ,136
יוסמיטי,באיזה פרק נכנס מיכאל בחגי (7),7,אודי הרשקוביץ,136
רביזור,איזה מחזה: ערבי זורק משהו באמצע (6),6,אודי הרשקוביץ,136
מקסימלי,"בשבילי זה נהדר, אי אפשר יותר מזה! (7)",7,אודי הרשקוביץ,136
יקב,הוא שוב יודע בראשון לציון למשל (3),3,דוד זהבי,137
ניצוצ,הכשלון יופיע ואולי יבעיר (5),5,דוד זהבי,137
ניילונ,בניון יסתובב בשבילי בחומר (6) (מ),6,דוד זהבי,137
נוסטרדמוס,ברח באמצע ובירה בלי אם – הוא ידע מה יהיה? (9),9,דוד זהבי,137
שיחהמקומית,"התקומם והתבלבל באמצע מחלקה בבי""ח, היא יחסית זולה (4, 6)",10,דוד זהבי,137
דחפ,בכח מניע סוקרים שוב את החשש (3),3,דוד זהבי,137
ארנונמילצנ,"לפי המפיק הם שוב נשרפים! זוועה שיש בה כשלון! (5, 5)",10,דוד זהבי,137
יוצאתמדעתה,"מחפשת זוגיות מרצונה אבל זה משגע אותה (5, 5)",10,דוד זהבי,137
רובהסכויימ,"היא בעיקר שום דבר כמו נצחונות, כנראה (3, 7)",10,דוד זהבי,137
יורמטהרלב,"כותב שירים על נצחון בין המנהל לליאת (4, 5)",9,דוד זהבי,137
יצאסוד,ראה/י 5 מאוזן,6,דוד זהבי,137
הצילו,אם המצב חמור הוא צורך את האוניות (5),5,דוד זהבי,137
נלנ,"אמצעי תקשורת בצבא אחרי מכ""ם (3)",3,דוד זהבי,137
נפט,מוציאים אותו מהאדמה פה בטיל (3),3,דוד זהבי,137
נכנסיינ,"עם 19 מאונך. כיצד ניסן יאנוס, לפי הפתגם? (4, 3, 3, 3)",7,דוד זהבי,137
קדישמנ,מנשה מעליב את השופט (6),6,דוד זהבי,137
יוצאצבא,"חייל משוחרר סובב את הנצחון והכניס שתיים לנצר (4, 3)",7,דוד זהבי,137
יפרח,"אולי יקיים את התשיעי, כשיהיה לו טוב (4)",4,דוד זהבי,137
הוטבל,כבלים לא המירו את דתו (5),5,דוד זהבי,137
צרעינ,"לא מפרגן ולא טוב במדבר (2, 3)",5,דוד זהבי,137
אופקמדיני,"לעזאזל, המשפט שלי עמד בעקבות מו""מ (4, 5)",9,דוד זהבי,137
ונבסטנ,"כדורגלן עבר וכדורגלן עבר באמצע המאה (2, 4)",6,דוד זהבי,137
מישמנו,"באיזו סמכות אנחנו מבררים בקוצר רוח את זהות המבקר (2, 4)",6,דוד זהבי,137
סינמהסיטי,"תזיזי את הארץ שלהם בשביל לבלות (5, 4)",9,דוד זהבי,137
עליתה,"בע""ה, החוט מסתובב כדי לבשל אותם (3, 2)",5,דוד זהבי,137
אוהיו,"אולי הם כבר לא בארה""ב (5)",5,דוד זהבי,137
ייננ,לבעל המקצוע יש מטבע מבפנים ומבחוץ (4),4,דוד זהבי,137
הנדריקס,"כן, אלי היה מוזיקאי (7)",7,דוד זהבי,137
ברמיננ,"מת על סוג בבירה (2, 4)",6,דוד זהבי,137
נטליווד,"השחקנית החליפה את ראש רובע עבודתה בטיל (4, 3)",7,דוד זהבי,137
רחל,אם רחוק תחליף וקבל (3),3,אודי הרשקוביץ,138
פורומ,למזלו זה מספיק בשביל לערוך דיון (5),5,אודי הרשקוביץ,138
אונסקו,ייתכן ועלו למעלה בארגון (6),6,אודי הרשקוביץ,138
ריצתמרתונ,"בתחרות זו רפאל, למשל, לא קם לתחייה. להיפך! (4, 5)",9,אודי הרשקוביץ,138
אירמהלהדוס,"במחזמר החדש ערבב משקה הפוך (5, 2, 3)",10,אודי הרשקוביץ,138
הלכ,טוב לו עליו (3),3,אודי הרשקוביץ,138
היאכלככיפה,"לפי השיר, מה פתאום חזרת בתשובה? (3, 2, 2, 3)",10,אודי הרשקוביץ,138
שכרמינימומ,"שוב קנה דמויות מצוירות מתשלום חודשי אפשרי (3, 7)",10,אודי הרשקוביץ,138
תסריטאימימ,"אמרת טייסים? איזה פחד (5, 5)",10,אודי הרשקוביץ,138
השכמוהערב,"העיר גם זה שאחראי באופן יומיומי (4, 5)",9,אודי הרשקוביץ,138
חלקיימ,"הוא היה, הוא הווה, והם לא מושלמים (6)",6,אודי הרשקוביץ,138
יבנאל,גרים שם בצפון אלנבי (5),5,אודי הרשקוביץ,138
כבד,שמיעה בלב (3),3,אודי הרשקוביץ,138
נחמ,מה עשה המושב בשבעה? (3),3,אודי הרשקוביץ,138
אלפחורס,"קודם כל מקום נידח, עגול ומתוק (7)",7,אודי הרשקוביץ,138
יהיאור,"מה קרה כשהיא נכנסה ביושב ראש ביום הראשון? (3, 3)",6,אודי הרשקוביץ,138
נסראללה,"הרמטכ""ל ברח מהידים שלה? גם כן מנהיג (7)",7,אודי הרשקוביץ,138
שכיר,טעם בשר שאולי מקבל את 8 מאונך (4),4,אודי הרשקוביץ,138
מיתוס,איזה סיפור מנסה לברר על סימן כלום? (5),5,אודי הרשקוביץ,138
מתירא,באיזה שלב המפקד מפחד? (5),5,אודי הרשקוביץ,138
מעילפרווה,"שים איבר למשהו אמצעי בשביל שלא יהיה קר (4, 5)",9,אודי הרשקוביץ,138
שטרודל,הכסף שלו לא מספיק אפילו לחתיכת עוגה (6),6,אודי הרשקוביץ,138
נורדאו,מכניס פרח אחד בדוקטור ציוני (6),6,אודי הרשקוביץ,138
נחומסטלמכ,"צדיק מסטול מבולבל מפקד על שחקן כדורגל (4, 5)",9,אודי הרשקוביץ,138
מורסי,במצרים היה ברז באמצע ברז (5),5,אודי הרשקוביץ,138
קלהרי,ג'ון בלה באפריקה? להיפך! (5),5,אודי הרשקוביץ,138
מסכה,"כזה תשלום, ממש על הפנים (4)",4,אודי הרשקוביץ,138
מנשהנוי,"משחק השנונים (4, 3)",7,אודי הרשקוביץ,138
ברמודה,אי שם ייתכן וזה מה שהדוגמנית עושה בחקירה (6),6,אודי הרשקוביץ,138
כמוכלומ,"המוט דומה לך בקלות (3, 4)",7,אודי הרשקוביץ,138
הלו,"מי שם? מהר, זה בהול! (3)",3,דוד זהבי,139
זהשלי,"אחרי חותמך, מה צועק מי שחטפו לו? (2, 3)",5,דוד זהבי,139
עורהדב,"אסור לחלק מוקדם את הקול בצפור (3, 3)",6,דוד זהבי,139
בלונהליומ,"מס שלט בפילוסוף ונוטה לעלות (4, 5)",9,דוד זהבי,139
עמידתידיימ,"איילון מאמין כל צורכי, מספיק, זה הפוך (5, 5) (מ)",10,דוד זהבי,139
עינ,היא בראש וגם באמצע (3),3,דוד זהבי,139
דמיונמזרחי,"אל תאמין לו, הכסף שלו ישן לפני נורית (5, 5)",10,דוד זהבי,139
שוברדיסטנס,"סנט סידר את המפקד אחרי טירונות (4, 6)",10,דוד זהבי,139
בכיתמרורימ,"טוב או רע לפני הסוף, לא כדאי לאכול אותם מרוב עצב (3, 7)",10,דוד זהבי,139
חומצבניינ,"נחום ציין שאבא שלו היה יותר מוצלח (4, 2, 3)",9,דוד זהבי,139
חולדאי,רון חלילה מאיר באמצע הים (6),6,דוד זהבי,139
פינצר,אני שותק בגלל הכלב (5),5,דוד זהבי,139
מאי,באביב גם השמש מאירה (3),3,דוד זהבי,139
נבט,השר המבולבל התחיל לצמוח (3),3,דוד זהבי,139
עוזיכהנ,"סגן ראש העיר לשעבר נתן שווה כסף בעבירה (4, 3)",7,דוד זהבי,139
לעתערב,"חלילה תטרוף כשהיום נגמר (3, 3)",6,דוד זהבי,139
ראשגדוד,"איזו השקעה! תחליף לבד תפקיד בתנועה (3, 4)",7,דוד זהבי,139
שנדי,עצם מספיק משקה (4),4,דוד זהבי,139
דונמה,כת בטורקיה ישנה פעמיים (5),5,דוד זהבי,139
יבוסי,היה פעם יושב ירושלים השמינית והזמרת (5),5,דוד זהבי,139
ראויהלשבח,"כל הכבוד לה! קיבוץ נצפה לפני ארץ הפוכה (5, 4)",9,דוד זהבי,139
וייצמנ,ציונים שעמדו פעמיים בראשם (6) (מ),6,דוד זהבי,139
ילדינו,אנחנו דואגים לעתידם אחרי עשר בלעז (6),6,דוד זהבי,139
מחוצלמרכז,"צפונית לחדרה ודרומית לגדרה כלם רז (5, 4)",9,דוד זהבי,139
טראמפ,מיליארדר שבלע לו בפנים (5),5,דוד זהבי,139
לפניו,הוא מאחורי הנצחון שנשמט מהסוף (5),5,דוד זהבי,139
רחמי,"עם 28 מאוזן: רבי, הטשולנט כמו הנביאה, כואב לי הלב (4, 6)",4,דוד זהבי,139
סנברנרד,"לכלב אין כלום לפני המכרסם והרופא שהסתובב (2, 5)",7,דוד זהבי,139
נכמרימ,ראה/י 25 מאוזן,6,דוד זהבי,139
סטנדרטי,רגיל ולא משתנה עם התחייבות בפנים (7),7,דוד זהבי,139
ללא,מילים עקבות (3),3,דוד זהבי,14
זיגוג,מעיל ושלושה מעל העוגה (5),5,דוד זהבי,14
אסתמטי,מנצח עם מוטיב חולה (6),6,דוד זהבי,14
זוהרהרקיע,"מזהירים כמו אורי: הלב הפוך! (4, 5)",9,דוד זהבי,14
אחריתהימימ,"מים בביאת המשיח (5, 5)",10,דוד זהבי,14
חרש,שוטר בשדה (3),3,דוד זהבי,14
שמעונפרסקי,"כשהנשיא נולד, ינק ושמע ספר (5, 5)",10,דוד זהבי,14
ידועבציבור,"בן זוג עולה: אולי נשיא, אולי שחור וזהו (4, 5)",10,דוד זהבי,14
מחרישאזנימ,"בקרוב יתחתן עם סוג של מקוה מים ברעש גדול (5, 5)",10,דוד זהבי,14
לונדונדרי,עיר בירה ותושבי עיר בריטית (9),9,דוד זהבי,14
ורבטימ,מייצרת דיסקים וחיילים (6),6,דוד זהבי,14
החנונ,"הסתובב אחרי היפה: קדימה, מנמנמת (5)",5,דוד זהבי,14
טנא,בשביל פירות בבטן אחרי לידה (3),3,דוד זהבי,14
מקל,גל מפעל (3),3,דוד זהבי,14
איזהמלכ,"כל הכבוד! האם זה דוד? (4, 3)",7,דוד זהבי,14
לחמארז,"למאפיות יש רטיבות בסוף קו הייצור (3, 3)",6,דוד זהבי,14
תרגילאש,"מבקש לדעת בן כמה שלום – ומסוכן להסתובב שם (5, 2)",7,דוד זהבי,14
ישאר,"יעזוב? הפוך, הפוך – מרכזי (4)",4,דוד זהבי,14
יורימ,מנהלים ב-9 מאוזן (5),5,דוד זהבי,14
גמררע,"בסופו היה רגע מר (3, 2)",5,דוד זהבי,14
עושהתרגיל,"מחשב ערמומי (4, 5)",9,דוד זהבי,14
וורצמנ,סגן השר לא אוכל בפיר (6),6,דוד זהבי,14
צנגמאי,"בני הסתובב חודש בתאילנד (3, 3) (ח)",6,דוד זהבי,14
